severity,confidence,vuln_type,vuln_type_encoded,scanner,exploitability,asset_value,exposure,risk_score,is_false_positive,is_test_file
2,2,weak_crypto,21,CodeScanner,4.48,4.35,6.28,7,0,0
3,3,xss,48,CodeScanner,8.3,6.86,7.8,9,0,0
1,2,missing_authentication,40,CodeScanner,2.59,4.37,7.19,5,0,0
2,1,insecure_api,23,CodeScanner,5.47,5.81,4.78,7,0,0
1,2,ssrf,42,CodeScanner,5.0,8.83,7.6,6,1,0
4,3,xxe,2,CodeScanner,5.23,8.24,4.3,9,0,0
2,2,path_traversal,63,CodeScanner,7.23,9.01,7.38,9,1,0
2,3,xxe,2,CodeScanner,2.39,4.9,5.93,7,0,0
4,2,path_traversal,63,CodeScanner,8.13,7.93,4.08,9,0,0
3,2,vulnerable_dependency,71,DependencyScanner,8.58,7.42,5.77,9,0,0
4,3,broken_access_control,83,CodeScanner,8.57,7.83,7.59,9,0,0
4,2,insecure_deserialization,14,CodeScanner,5.79,4.53,6.52,9,0,1
2,2,sql_injection,11,CodeScanner,5.86,7.19,5.08,8,1,0
2,2,sql_injection,11,CodeScanner,2.7,4.82,7.19,7,0,0
3,3,xxe,2,CodeScanner,8.07,8.29,7.15,9,0,0
2,3,command_injection,24,CodeScanner,1.49,4.68,5.87,7,0,0
1,2,missing_authentication,40,CodeScanner,3.53,7.88,4.61,5,1,0
3,3,path_traversal,63,CodeScanner,1.87,8.47,5.68,9,0,0
1,1,ssrf,42,CodeScanner,4.34,4.26,6.47,5,0,0
4,3,command_injection,24,CodeScanner,7.06,8.14,7.61,9,0,1
3,3,vulnerable_dependency,71,DependencyScanner,7.2,5.11,5.83,9,0,0
3,3,vulnerable_dependency,71,DependencyScanner,6.09,6.1,7.35,9,1,0
2,1,ssrf,42,CodeScanner,4.51,9.03,7.07,8,0,0
2,2,xss,48,CodeScanner,2.62,5.72,5.71,7,0,0
1,2,sql_injection,11,CodeScanner,5.96,7.95,4.12,6,0,0
3,3,sql_injection,11,CodeScanner,7.46,7.14,6.56,9,0,1
2,1,weak_crypto,21,CodeScanner,6.68,8.97,4.54,8,1,0
2,3,broken_access_control,83,CodeScanner,3.15,6.18,6.77,8,0,0
4,3,weak_crypto,21,CodeScanner,7.42,8.2,5.98,9,0,0
2,2,path_traversal,63,CodeScanner,3.03,8.43,5.08,7,0,0
2,3,vulnerable_dependency,71,DependencyScanner,2.52,7.0,5.79,8,0,0
1,2,hardcoded_secret,47,CodeScanner,3.03,5.35,4.24,5,0,0
3,3,insecure_deserialization,14,CodeScanner,6.92,9.52,6.98,9,0,1
2,2,missing_authentication,40,CodeScanner,6.42,6.7,7.32,9,0,0
1,1,csrf,96,CodeScanner,6.83,6.8,4.6,6,0,0
3,3,sql_injection,11,CodeScanner,5.3,5.64,6.13,9,0,1
3,3,broken_access_control,83,CodeScanner,5.87,4.97,6.02,9,0,0
2,1,sql_injection,11,CodeScanner,8.38,6.75,6.9,9,0,0
2,1,insecure_deserialization,14,CodeScanner,3.83,6.43,6.34,7,0,0
2,2,csrf,96,CodeScanner,0.65,6.18,5.22,6,0,1
2,2,missing_authentication,40,CodeScanner,3.92,4.59,7.7,8,1,1
3,3,xss,48,CodeScanner,4.2,5.32,7.93,9,0,0
4,2,missing_authentication,40,CodeScanner,6.98,6.38,6.93,9,0,1
4,2,insecure_api,23,CodeScanner,9.07,4.49,7.66,9,0,0
2,3,sql_injection,11,CodeScanner,5.13,4.39,4.45,8,0,0
4,3,vulnerable_dependency,71,DependencyScanner,8.22,5.85,5.55,9,0,1
3,2,broken_access_control,83,CodeScanner,7.23,8.2,4.84,9,0,0
1,2,broken_access_control,83,CodeScanner,0.65,9.15,5.2,5,1,0
1,2,insecure_api,23,CodeScanner,2.94,7.6,5.79,5,0,0
2,3,vulnerable_dependency,71,DependencyScanner,5.86,5.92,6.23,9,0,0
2,2,path_traversal,63,CodeScanner,3.07,6.32,4.88,7,0,1
3,2,xss,48,CodeScanner,5.98,4.14,7.9,9,1,0
2,1,sql_injection,11,CodeScanner,2.05,4.04,6.52,6,0,0
3,3,hardcoded_secret,47,CodeScanner,5.73,4.86,5.45,9,0,0
2,3,missing_authentication,40,CodeScanner,5.48,5.02,5.02,8,0,0
3,3,missing_authentication,40,CodeScanner,6.2,5.09,5.73,9,0,0
3,3,xxe,2,CodeScanner,5.91,5.52,7.42,9,0,0
2,2,insecure_api,23,CodeScanner,7.18,5.94,7.79,9,0,1
4,3,sql_injection,11,CodeScanner,7.42,4.96,5.34,9,0,0
2,1,hardcoded_secret,47,CodeScanner,2.7,5.55,4.05,6,1,0
2,2,xss,48,CodeScanner,4.33,4.5,7.83,8,0,0
4,2,insecure_api,23,CodeScanner,6.37,4.49,4.25,9,0,0
3,3,xss,48,CodeScanner,7.25,5.33,7.06,9,1,1
2,3,insecure_api,23,CodeScanner,5.45,8.18,6.39,9,0,0
3,3,broken_access_control,83,CodeScanner,3.81,4.25,5.86,9,0,0
3,3,missing_authentication,40,CodeScanner,8.9,4.58,5.8,9,0,0
1,3,weak_crypto,21,CodeScanner,3.21,6.08,7.44,6,0,0
3,3,xss,48,CodeScanner,6.44,6.53,5.75,9,0,0
1,2,ssrf,42,CodeScanner,3.75,5.98,7.18,6,0,1
3,3,weak_crypto,21,CodeScanner,0.97,6.97,4.46,9,0,1
3,3,ssrf,42,CodeScanner,6.49,4.47,6.69,9,0,0
1,3,ssrf,42,CodeScanner,2.15,8.03,4.28,5,0,0
1,3,hardcoded_secret,47,CodeScanner,1.31,9.94,4.58,6,0,0
1,3,xxe,2,CodeScanner,5.77,8.64,6.83,7,0,0
2,3,insecure_deserialization,14,CodeScanner,8.0,4.33,6.36,9,0,0
2,3,path_traversal,63,CodeScanner,5.3,5.2,7.56,9,0,0
4,3,csrf,96,CodeScanner,5.8,7.94,5.28,9,0,0
4,3,weak_crypto,21,CodeScanner,9.53,6.98,5.2,9,0,0
1,1,ssrf,42,CodeScanner,1.6,4.31,6.57,4,0,0
4,3,sql_injection,11,CodeScanner,6.06,7.77,5.86,9,0,0
3,2,xxe,2,CodeScanner,7.73,6.2,4.44,9,0,0
4,3,ssrf,42,CodeScanner,9.79,6.24,6.07,9,0,0
1,2,security_misconfiguration,62,InfrastructureScanner,1.74,7.52,6.43,5,0,0
2,3,insecure_deserialization,14,CodeScanner,3.74,4.46,6.17,8,0,0
2,1,command_injection,24,CodeScanner,1.64,6.9,7.79,7,0,0
3,3,weak_crypto,21,CodeScanner,4.29,7.0,5.02,9,0,0
1,2,ssrf,42,CodeScanner,1.93,6.11,4.18,5,0,0
1,1,broken_access_control,83,CodeScanner,4.16,7.45,5.41,5,0,0
1,3,missing_authentication,40,CodeScanner,2.43,5.85,7.71,6,0,0
4,3,vulnerable_dependency,71,DependencyScanner,3.06,7.23,5.93,9,0,0
3,2,csrf,96,CodeScanner,5.42,9.32,4.87,9,0,0
1,2,xss,48,CodeScanner,1.4,8.02,7.18,5,0,0
3,3,vulnerable_dependency,71,DependencyScanner,3.64,6.42,5.58,9,0,1
2,3,security_misconfiguration,62,InfrastructureScanner,5.85,8.65,6.27,9,0,0
2,2,hardcoded_secret,47,CodeScanner,2.3,4.76,7.27,7,0,0
3,2,insecure_deserialization,14,CodeScanner,4.58,5.27,4.64,9,0,0
1,2,insecure_api,23,CodeScanner,2.62,6.49,7.51,5,0,0
2,3,path_traversal,63,CodeScanner,6.83,7.45,4.98,9,0,0
2,2,xxe,2,CodeScanner,4.64,6.93,4.23,8,0,1
1,1,sql_injection,11,CodeScanner,5.17,6.19,5.2,5,0,0
4,3,vulnerable_dependency,71,DependencyScanner,5.43,7.67,7.73,9,0,1
2,2,command_injection,24,CodeScanner,2.95,4.53,5.01,7,0,1
3,3,insecure_deserialization,14,CodeScanner,8.91,5.73,4.46,9,0,0
1,2,path_traversal,63,CodeScanner,2.69,5.96,4.64,5,0,0
2,2,xss,48,CodeScanner,3.16,9.05,4.19,7,0,0
1,1,security_misconfiguration,62,InfrastructureScanner,2.72,7.19,6.89,5,0,0
1,1,insecure_deserialization,14,CodeScanner,3.3,5.31,7.94,5,0,1
3,2,insecure_deserialization,14,CodeScanner,5.64,4.4,6.07,9,0,1
2,1,weak_crypto,21,CodeScanner,2.64,7.64,6.15,7,0,0
4,3,xxe,2,CodeScanner,7.45,6.01,5.12,9,0,0
3,3,command_injection,24,CodeScanner,6.07,9.69,6.11,9,0,0
1,2,path_traversal,63,CodeScanner,1.69,9.58,4.63,5,0,0
4,2,path_traversal,63,CodeScanner,6.26,7.86,4.04,9,0,0
3,3,command_injection,24,CodeScanner,7.4,8.52,6.06,9,0,0
2,3,ssrf,42,CodeScanner,5.41,6.78,4.1,8,0,0
3,3,xss,48,CodeScanner,2.26,8.7,6.94,9,0,0
2,3,insecure_api,23,CodeScanner,3.33,7.57,5.64,8,0,1
2,1,command_injection,24,CodeScanner,4.5,5.97,4.66,7,0,0
1,2,csrf,96,CodeScanner,2.9,7.67,6.31,5,0,0
1,2,insecure_api,23,CodeScanner,5.34,5.04,7.89,6,0,0
2,2,xxe,2,CodeScanner,8.32,4.83,4.72,8,0,0
1,3,xss,48,CodeScanner,3.52,8.16,5.86,6,0,0
3,3,missing_authentication,40,CodeScanner,8.67,6.65,7.88,9,0,0
4,3,csrf,96,CodeScanner,7.95,4.96,6.8,9,0,0
3,2,command_injection,24,CodeScanner,5.77,5.66,4.49,9,0,0
1,2,hardcoded_secret,47,CodeScanner,2.74,5.38,6.75,5,0,0
1,2,xxe,2,CodeScanner,2.06,6.96,6.17,5,0,0
3,2,xxe,2,CodeScanner,4.9,9.57,7.19,9,1,0
1,2,insecure_api,23,CodeScanner,2.6,9.61,5.43,6,1,0
4,3,vulnerable_dependency,71,DependencyScanner,6.9,5.59,7.86,9,0,0
3,3,sql_injection,11,CodeScanner,6.92,9.74,7.71,9,1,0
4,3,security_misconfiguration,62,InfrastructureScanner,6.92,6.98,7.88,9,0,0
2,1,insecure_api,23,CodeScanner,6.03,8.21,7.99,8,1,0
4,3,hardcoded_secret,47,CodeScanner,7.4,4.86,4.92,9,0,0
1,2,insecure_deserialization,14,CodeScanner,2.98,5.91,6.85,5,0,0
1,3,ssrf,42,CodeScanner,1.44,8.9,7.43,6,0,0
2,3,csrf,96,CodeScanner,6.65,9.69,6.38,9,0,0
1,3,vulnerable_dependency,71,DependencyScanner,2.01,5.17,7.55,6,0,0
4,2,xss,48,CodeScanner,6.4,5.77,7.61,9,0,0
3,2,weak_crypto,21,CodeScanner,8.96,6.86,5.63,9,0,0
2,3,vulnerable_dependency,71,DependencyScanner,4.94,7.21,7.69,9,0,0
3,3,xxe,2,CodeScanner,4.34,4.66,4.6,9,0,1
2,2,xss,48,CodeScanner,3.24,4.04,7.61,7,0,0
1,3,insecure_api,23,CodeScanner,1.81,6.43,7.28,6,1,0
1,2,insecure_api,23,CodeScanner,5.75,6.33,5.09,6,0,1
1,2,security_misconfiguration,62,InfrastructureScanner,2.15,6.41,8.32,5,0,0
2,2,sql_injection,11,CodeScanner,4.65,5.37,7.1,8,1,0
3,3,security_misconfiguration,62,InfrastructureScanner,4.68,6.57,6.67,9,0,0
3,3,insecure_api,23,CodeScanner,2.14,7.24,4.1,9,0,0
1,3,missing_authentication,40,CodeScanner,3.87,5.2,5.62,6,0,1
4,3,vulnerable_dependency,71,DependencyScanner,8.12,7.35,5.9,9,0,0
1,2,hardcoded_secret,47,CodeScanner,4.24,6.44,5.26,6,0,0
2,1,security_misconfiguration,62,InfrastructureScanner,1.33,8.61,7.42,7,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,5.41,6.03,6.66,8,0,0
3,3,insecure_deserialization,14,CodeScanner,3.37,4.17,4.16,9,0,0
4,2,xss,48,CodeScanner,8.81,4.0,4.46,9,1,0
2,3,xxe,2,CodeScanner,3.37,6.79,5.98,8,0,0
1,2,vulnerable_dependency,71,DependencyScanner,3.68,5.78,5.41,5,0,0
2,2,insecure_deserialization,14,CodeScanner,6.5,8.04,4.9,8,0,0
3,3,insecure_deserialization,14,CodeScanner,5.21,6.22,5.01,9,0,0
3,3,vulnerable_dependency,71,DependencyScanner,5.41,6.64,7.1,9,0,0
1,2,path_traversal,63,CodeScanner,5.5,5.44,7.67,6,0,0
1,2,hardcoded_secret,47,CodeScanner,4.69,9.02,6.74,6,0,0
1,2,broken_access_control,83,CodeScanner,0.74,6.61,5.27,5,1,0
2,2,command_injection,24,CodeScanner,3.31,6.07,4.97,7,0,0
4,3,missing_authentication,40,CodeScanner,8.68,5.47,7.54,9,0,0
3,3,csrf,96,CodeScanner,5.12,8.28,6.78,9,1,0
4,2,sql_injection,11,CodeScanner,6.5,8.03,7.29,9,0,0
4,2,xxe,2,CodeScanner,9.05,4.77,6.4,9,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,2.81,7.8,7.83,8,0,0
4,3,hardcoded_secret,47,CodeScanner,9.25,4.81,6.8,9,0,1
2,3,csrf,96,CodeScanner,2.48,8.27,5.95,8,0,0
2,2,sql_injection,11,CodeScanner,6.15,6.89,4.63,8,0,1
2,2,broken_access_control,83,CodeScanner,6.93,6.69,5.17,8,0,0
2,2,insecure_deserialization,14,CodeScanner,6.04,4.5,7.4,8,0,0
3,3,vulnerable_dependency,71,DependencyScanner,8.41,6.66,6.74,9,0,0
2,1,vulnerable_dependency,71,DependencyScanner,6.28,7.42,7.25,8,0,0
3,2,csrf,96,CodeScanner,8.19,6.51,6.11,9,0,1
1,3,missing_authentication,40,CodeScanner,5.16,5.08,7.22,6,0,0
1,2,insecure_api,23,CodeScanner,2.81,4.7,7.42,5,0,0
3,2,vulnerable_dependency,71,DependencyScanner,7.64,7.97,6.71,9,0,0
4,2,ssrf,42,CodeScanner,9.01,4.82,7.18,9,0,1
2,1,missing_authentication,40,CodeScanner,2.47,6.11,4.46,6,0,1
2,1,security_misconfiguration,62,InfrastructureScanner,6.34,6.42,7.1,8,1,0
4,2,broken_access_control,83,CodeScanner,7.11,4.81,7.61,9,0,1
2,1,vulnerable_dependency,71,DependencyScanner,5.7,7.75,5.95,8,1,0
2,3,command_injection,24,CodeScanner,7.7,7.96,7.93,9,0,1
4,3,xss,48,CodeScanner,5.46,5.06,6.32,9,0,0
2,3,missing_authentication,40,CodeScanner,4.19,6.05,4.42,8,0,0
2,3,vulnerable_dependency,71,DependencyScanner,2.05,5.49,6.45,7,0,0
2,1,xss,48,CodeScanner,0.72,6.96,4.73,6,1,0
1,1,insecure_deserialization,14,CodeScanner,5.7,4.97,7.26,6,0,0
2,3,vulnerable_dependency,71,DependencyScanner,5.71,6.6,7.25,9,0,0
1,2,path_traversal,63,CodeScanner,1.33,6.7,7.51,5,0,1
4,3,insecure_api,23,CodeScanner,8.31,6.32,6.55,9,0,0
2,1,sql_injection,11,CodeScanner,6.56,6.92,6.4,8,1,0
1,3,xxe,2,CodeScanner,0.96,7.7,6.66,5,0,0
3,2,path_traversal,63,CodeScanner,6.93,7.61,7.01,9,0,0
1,2,sql_injection,11,CodeScanner,3.66,6.37,7.98,6,0,0
3,2,security_misconfiguration,62,InfrastructureScanner,7.51,8.24,8.32,9,0,0
2,2,weak_crypto,21,CodeScanner,4.49,7.89,6.77,8,0,1
1,2,hardcoded_secret,47,CodeScanner,5.88,8.57,4.84,6,0,1
2,3,ssrf,42,CodeScanner,4.06,4.35,7.79,8,1,0
4,3,insecure_deserialization,14,CodeScanner,8.24,5.96,5.83,9,0,0
2,3,vulnerable_dependency,71,DependencyScanner,5.64,7.85,6.5,9,0,0
2,2,missing_authentication,40,CodeScanner,4.64,4.93,4.2,7,0,0
1,2,sql_injection,11,CodeScanner,2.89,6.55,6.63,5,1,0
1,2,command_injection,24,CodeScanner,4.6,5.84,4.99,6,0,0
3,3,csrf,96,CodeScanner,3.53,4.63,6.43,9,0,0
4,3,ssrf,42,CodeScanner,9.18,6.74,7.89,9,0,0
2,1,broken_access_control,83,CodeScanner,3.1,4.68,5.65,6,0,0
1,3,security_misconfiguration,62,InfrastructureScanner,5.5,8.6,6.85,7,0,0
3,2,xss,48,CodeScanner,2.96,6.26,5.76,9,0,0
4,3,insecure_api,23,CodeScanner,6.41,9.47,4.72,9,0,0
1,3,sql_injection,11,CodeScanner,5.25,6.34,6.42,6,0,0
4,2,xss,48,CodeScanner,8.09,5.9,5.02,9,0,0
2,3,weak_crypto,21,CodeScanner,2.36,8.79,5.42,8,0,0
1,2,hardcoded_secret,47,CodeScanner,3.94,8.96,6.43,6,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,4.6,8.31,8.44,8,0,0
2,3,xxe,2,CodeScanner,3.02,6.96,7.26,8,0,0
3,2,ssrf,42,CodeScanner,5.28,9.85,5.44,9,0,1
3,3,ssrf,42,CodeScanner,6.71,4.57,6.08,9,0,0
2,2,sql_injection,11,CodeScanner,0.9,6.27,4.13,6,0,0
1,3,command_injection,24,CodeScanner,4.95,7.44,4.02,6,0,0
3,3,weak_crypto,21,CodeScanner,6.21,4.76,7.93,9,0,0
4,3,vulnerable_dependency,71,DependencyScanner,9.11,6.03,7.02,9,1,0
2,2,security_misconfiguration,62,InfrastructureScanner,2.8,7.7,6.9,8,0,0
3,2,broken_access_control,83,CodeScanner,7.33,5.2,4.27,9,0,0
2,3,ssrf,42,CodeScanner,6.51,5.27,5.71,9,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,5.9,6.62,8.38,9,0,0
2,2,weak_crypto,21,CodeScanner,5.99,6.56,5.87,8,1,0
2,3,path_traversal,63,CodeScanner,4.48,7.16,4.77,8,0,0
1,2,vulnerable_dependency,71,DependencyScanner,1.98,5.22,7.5,5,0,1
2,2,xss,48,CodeScanner,6.09,4.39,5.44,8,0,1
2,1,missing_authentication,40,CodeScanner,5.25,4.71,7.38,7,0,0
2,2,vulnerable_dependency,71,DependencyScanner,6.12,6.45,7.51,8,0,0
1,3,insecure_api,23,CodeScanner,2.97,6.7,6.78,6,0,0
2,2,command_injection,24,CodeScanner,3.94,7.54,6.63,8,0,0
2,2,csrf,96,CodeScanner,1.49,6.46,4.5,7,0,0
3,2,csrf,96,CodeScanner,6.77,8.16,5.83,9,0,0
2,1,weak_crypto,21,CodeScanner,5.52,6.76,6.25,8,1,0
3,2,command_injection,24,CodeScanner,7.63,5.1,4.6,9,0,0
2,2,insecure_api,23,CodeScanner,4.19,7.04,6.38,8,0,0
2,2,hardcoded_secret,47,CodeScanner,4.82,5.54,7.05,8,0,0
1,2,path_traversal,63,CodeScanner,4.22,7.54,5.62,6,0,0
1,1,hardcoded_secret,47,CodeScanner,3.43,7.76,5.57,5,0,0
2,3,insecure_deserialization,14,CodeScanner,1.2,5.31,5.89,7,0,0
3,3,broken_access_control,83,CodeScanner,6.93,8.33,6.01,9,0,0
1,2,insecure_api,23,CodeScanner,1.9,9.51,4.25,5,1,0
2,2,xss,48,CodeScanner,4.21,7.52,6.97,8,0,0
2,2,broken_access_control,83,CodeScanner,7.68,5.78,5.15,8,1,0
3,3,security_misconfiguration,62,InfrastructureScanner,5.99,8.0,8.87,9,0,0
3,3,hardcoded_secret,47,CodeScanner,8.38,5.88,7.53,9,0,0
2,1,missing_authentication,40,CodeScanner,3.06,8.63,7.81,7,1,0
2,3,xss,48,CodeScanner,4.05,7.11,7.49,8,0,0
3,3,vulnerable_dependency,71,DependencyScanner,6.61,7.18,6.14,9,0,0
3,3,command_injection,24,CodeScanner,7.15,6.69,6.24,9,0,0
3,3,missing_authentication,40,CodeScanner,3.98,5.14,4.48,9,0,0
2,2,vulnerable_dependency,71,DependencyScanner,3.74,5.55,6.58,7,1,1
1,3,insecure_api,23,CodeScanner,1.5,8.51,7.12,6,0,0
3,2,weak_crypto,21,CodeScanner,4.1,9.74,6.69,9,0,0
4,2,insecure_deserialization,14,CodeScanner,6.93,5.68,4.01,9,1,0
2,1,weak_crypto,21,CodeScanner,8.14,7.75,7.27,9,0,0
3,3,weak_crypto,21,CodeScanner,6.72,6.06,7.4,9,0,0
2,1,command_injection,24,CodeScanner,4.3,7.78,6.44,7,0,1
1,2,path_traversal,63,CodeScanner,2.88,6.85,6.58,5,1,0
1,3,path_traversal,63,CodeScanner,1.22,8.79,4.05,5,0,0
3,3,weak_crypto,21,CodeScanner,6.54,8.11,7.85,9,0,1
2,3,xss,48,CodeScanner,2.81,7.67,6.01,8,0,0
4,2,broken_access_control,83,CodeScanner,6.05,4.54,5.83,9,1,0
2,2,security_misconfiguration,62,InfrastructureScanner,4.88,8.83,8.09,9,0,0
3,3,vulnerable_dependency,71,DependencyScanner,6.28,7.74,6.99,9,0,0
1,1,csrf,96,CodeScanner,0.95,5.17,6.37,4,0,0
3,3,csrf,96,CodeScanner,5.05,6.09,7.78,9,0,0
4,3,hardcoded_secret,47,CodeScanner,8.35,7.28,7.51,9,0,1
2,1,csrf,96,CodeScanner,3.5,7.94,5.26,7,1,1
1,2,csrf,96,CodeScanner,1.93,4.1,5.82,5,0,0
2,3,vulnerable_dependency,71,DependencyScanner,3.12,7.7,5.21,8,0,0
4,2,xxe,2,CodeScanner,6.21,7.9,6.51,9,1,0
2,3,broken_access_control,83,CodeScanner,2.59,9.04,7.93,8,0,0
3,3,ssrf,42,CodeScanner,6.44,6.96,8.0,9,0,0
1,3,weak_crypto,21,CodeScanner,3.52,5.72,5.74,6,0,0
4,3,missing_authentication,40,CodeScanner,5.65,5.88,4.05,9,0,0
1,2,hardcoded_secret,47,CodeScanner,1.66,4.78,7.35,5,1,0
2,2,insecure_api,23,CodeScanner,5.72,4.03,7.13,8,0,1
2,2,hardcoded_secret,47,CodeScanner,4.31,5.75,4.96,7,0,0
4,3,hardcoded_secret,47,CodeScanner,5.37,7.11,7.19,9,0,0
1,3,csrf,96,CodeScanner,5.06,4.04,5.76,6,0,0
1,2,path_traversal,63,CodeScanner,2.21,7.48,4.76,5,0,0
1,3,missing_authentication,40,CodeScanner,5.36,4.67,6.14,6,0,0
3,3,missing_authentication,40,CodeScanner,3.2,4.43,5.97,9,0,0
1,2,sql_injection,11,CodeScanner,2.62,9.11,5.65,5,1,0
2,3,ssrf,42,CodeScanner,5.08,6.59,7.09,9,0,0
2,3,vulnerable_dependency,71,DependencyScanner,4.93,5.26,5.06,8,0,0
2,1,command_injection,24,CodeScanner,4.76,8.57,5.05,7,0,0
4,3,csrf,96,CodeScanner,5.8,4.75,7.82,9,0,0
2,2,weak_crypto,21,CodeScanner,4.15,5.4,6.14,7,1,0
1,2,command_injection,24,CodeScanner,3.64,7.49,7.16,6,1,1
2,1,missing_authentication,40,CodeScanner,4.48,5.89,6.57,7,1,0
2,3,path_traversal,63,CodeScanner,1.5,5.96,4.1,7,0,0
3,3,vulnerable_dependency,71,DependencyScanner,6.54,6.08,7.65,9,0,1
3,3,xss,48,CodeScanner,7.14,5.3,5.65,9,0,0
1,1,missing_authentication,40,CodeScanner,2.05,6.41,6.83,5,0,0
1,2,command_injection,24,CodeScanner,2.76,5.59,7.88,5,0,0
1,2,path_traversal,63,CodeScanner,2.37,4.48,5.13,5,0,0
2,2,xss,48,CodeScanner,1.26,6.52,6.23,7,0,0
2,2,path_traversal,63,CodeScanner,2.27,9.91,4.07,7,0,0
2,2,csrf,96,CodeScanner,5.87,6.52,4.27,8,0,1
2,2,weak_crypto,21,CodeScanner,3.73,5.74,7.44,8,0,0
4,3,path_traversal,63,CodeScanner,8.86,6.5,4.61,9,1,0
2,3,csrf,96,CodeScanner,4.02,6.68,4.51,8,0,0
2,3,sql_injection,11,CodeScanner,5.87,5.82,4.64,8,0,0
1,1,csrf,96,CodeScanner,2.21,6.75,6.34,5,0,0
1,1,insecure_api,23,CodeScanner,3.83,8.1,6.03,5,1,0
2,1,command_injection,24,CodeScanner,3.85,5.99,6.99,7,0,0
2,3,command_injection,24,CodeScanner,3.82,5.03,6.99,8,0,0
2,2,path_traversal,63,CodeScanner,3.48,4.59,4.35,7,0,0
1,2,weak_crypto,21,CodeScanner,3.41,4.97,6.92,5,0,0
1,1,weak_crypto,21,CodeScanner,1.78,9.5,5.05,5,0,0
3,3,xss,48,CodeScanner,6.61,4.33,4.38,9,0,0
4,3,weak_crypto,21,CodeScanner,7.42,6.55,4.19,9,0,0
3,3,insecure_api,23,CodeScanner,4.96,5.47,7.44,9,0,1
1,2,path_traversal,63,CodeScanner,4.87,6.31,7.88,6,0,0
3,3,weak_crypto,21,CodeScanner,8.04,7.42,6.47,9,0,0
3,3,ssrf,42,CodeScanner,4.54,5.3,6.95,9,0,0
4,3,sql_injection,11,CodeScanner,8.31,9.45,6.46,9,0,1
2,3,command_injection,24,CodeScanner,3.48,6.44,5.25,8,0,0
4,3,xxe,2,CodeScanner,7.55,4.18,6.09,9,0,0
2,2,broken_access_control,83,CodeScanner,5.45,6.53,6.93,8,1,0
2,3,csrf,96,CodeScanner,6.46,6.75,4.64,9,0,0
1,1,weak_crypto,21,CodeScanner,2.62,4.66,7.03,5,1,1
3,3,command_injection,24,CodeScanner,6.76,9.96,7.62,9,0,0
2,3,broken_access_control,83,CodeScanner,6.51,7.31,5.07,9,0,0
1,2,missing_authentication,40,CodeScanner,1.44,9.79,6.96,5,0,0
3,3,ssrf,42,CodeScanner,7.99,4.33,6.4,9,0,1
3,3,path_traversal,63,CodeScanner,7.93,8.4,7.9,9,0,0
2,2,weak_crypto,21,CodeScanner,1.05,5.52,6.58,7,0,0
1,3,insecure_deserialization,14,CodeScanner,6.12,5.71,5.88,7,0,0
3,3,csrf,96,CodeScanner,7.64,8.68,7.0,9,0,0
3,3,sql_injection,11,CodeScanner,4.97,4.13,6.77,9,0,0
1,2,sql_injection,11,CodeScanner,0.55,6.95,6.09,5,1,0
2,2,xxe,2,CodeScanner,7.7,6.61,5.16,9,1,0
3,3,hardcoded_secret,47,CodeScanner,7.41,5.24,6.39,9,0,0
3,3,command_injection,24,CodeScanner,6.63,5.82,6.59,9,0,0
2,3,command_injection,24,CodeScanner,6.42,5.57,6.64,9,0,0
1,1,broken_access_control,83,CodeScanner,1.22,5.58,7.31,4,1,0
2,2,insecure_api,23,CodeScanner,6.09,8.59,4.18,8,0,1
2,3,missing_authentication,40,CodeScanner,5.58,5.83,6.06,8,0,0
3,3,csrf,96,CodeScanner,9.04,6.47,5.37,9,0,0
1,3,sql_injection,11,CodeScanner,0.77,4.44,5.75,5,0,0
3,3,xxe,2,CodeScanner,4.09,4.41,7.51,9,1,0
2,2,path_traversal,63,CodeScanner,2.9,4.73,5.37,7,0,0
3,3,weak_crypto,21,CodeScanner,5.08,5.65,7.38,9,0,0
4,3,ssrf,42,CodeScanner,9.32,4.0,6.75,9,0,0
3,3,broken_access_control,83,CodeScanner,8.09,9.02,5.48,9,0,1
2,2,insecure_deserialization,14,CodeScanner,2.19,4.51,7.65,7,0,0
2,2,sql_injection,11,CodeScanner,3.94,5.9,6.52,8,1,1
2,3,vulnerable_dependency,71,DependencyScanner,2.69,5.74,7.86,8,0,1
2,2,xxe,2,CodeScanner,2.88,5.75,7.79,7,0,0
3,2,xxe,2,CodeScanner,4.38,6.29,4.03,9,0,0
1,2,command_injection,24,CodeScanner,4.0,4.09,5.73,5,0,0
1,2,command_injection,24,CodeScanner,2.63,6.41,5.18,5,0,1
3,2,insecure_deserialization,14,CodeScanner,3.04,6.99,7.81,9,0,0
2,3,path_traversal,63,CodeScanner,4.85,7.49,4.65,8,0,0
1,2,insecure_api,23,CodeScanner,4.48,5.81,4.63,5,0,0
3,3,ssrf,42,CodeScanner,3.4,4.48,5.22,9,0,0
2,1,sql_injection,11,CodeScanner,2.68,4.31,5.4,6,1,0
1,2,path_traversal,63,CodeScanner,1.81,9.59,6.39,5,0,0
1,2,path_traversal,63,CodeScanner,2.76,6.57,7.59,5,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,2.23,8.51,6.05,9,0,0
